SI.,Product Name,Item Code,UOM,Purchase UOM,Product Category,Origin Rule,Unit Cost,Unnamed: 8
863,30MM CORNER,CR-30MM-X765,NOS,BOX (200 NOS),Accessory ,,0.24,
864,"CUTTER WHEEL 14""",CUTTER-14-X766,NOS,NOS,Consumable,,11.16,
865,GOOGLES,SAFETY-GOGGLES-X767,NOS,NOS,SAFETY-ITEM,,4.96,
866,1.00MM AGIS COIL (Z275),AGIS-1.00MM-X768,KG,TON,Raw-Material,UAE,3.1,
867,VCD 350X200 S&C,VCD-350x200-X769,NOS,NOS,Accessory,,31.49,
868,PIANO HINGES,HINGE-PIANO-X770,NOS,NOS,Accessory,,19.69,
869,C CLEATS,C-CLEATS-X771,MTR,Length (1.2 MTR),Accessory ,,1.45,x
870,FIRE RATED STICKER - MUAYED,STICKER-FR-MUAYED-X772,NOS,NOS,Consumable,,6.03,
871,0.90MM JSW COIL (Z275),JSW-0.90MM-X773,KG,TON,Raw-Material,INDIA,3.89,
872,CARBON (MITERSAW),CARBON-MITER-X774,NOS,NOS,Consumable,,4.93,
873,HAMMER 200,HAMMER-200-X775,NOS,NOS,Tool,,15.3,
874,REDOXIDE 18 LTR,CONS-REDOXIDE-18L-X776,LITER,18 LITRE,Consumable,,7.46,
875,CARBON 203,CARBON-203-X777,NOS,NOS,Consumable,,12.19,
876,1.00MM JSW COIL (Z275),JSW-1.00MM-X778,KG,TON,Raw-Material,INDIA,3.93,
877,PIANO HINGES,HINGE-PIANO-X779,NOS,NOS,Accessory,,20.27,
878,FIRE RATED SEALANT - MUAYED,SEALANT-FR-MUAYED-X780,NOS,NOS,Consumable,,19.9,
879,"CUTTER WHEEL 14""",CUTTER-14-X781,NOS,NOS,Consumable,,10.79,
880,RSA ANGLE 50X50X5MM THK (6M/LEN),RSA-ANGLE-50x50x5-X782,NOS,Length (6 MTR),Raw-Material,,58.02,
881,20MM FLANGES,FL-20MM-X783,MTR,Length (5 MTR),Accessory ,,1.39,
882,0.55MM JSW COIL (Z275),JSW-0.55MM-X784,KG,TON ,Raw-Material,INDIA,3.77,
883,"BRUSH 2""",BRUSH-2-X785,NOS,NOS,Consumable,,2.03,
884,40MM CORNER,CR-40MM-X786,NOS,BOX (200 NOS),Accessory ,,0.86,
885,HAND GLOVES,CONS-HAND-GLOVES-X787,DZN,DZN,SAFETY-ITEM,,13.07,
886,SWIRL RING,SWIRL-RING-X788,NOS,NOS,Consumable,,118.86,
887,"5"" RING",RING-5-X789,NOS,NOS,Accessory,,1.54,
888,VCD 250X150 S&C,VCD-250x150-X790,NOS,NOS,Accessory,,23.97,
889,30MM CORNER,CR-30MM-X791,NOS,BOX (200 NOS),Accessory ,,0.24,
890,40MM FLANGES,FL-40MM-X792,MTR,Length (5 MTR),Accessory ,,3.79,
891,ANGLE 25/25 / 2.5MM,ANGLE-25x25-2.5-X793,NOS,Length (5 MTR),Accessory,,25.86,
892,0.60MM JSW COIL (Z275),JSW-0.60MM-X794,KG,TON,Raw-Material,INDIA,3.78,
893,ANGLE 25/25 / 2.5MM,ANGLE-25x25-2.5-X795,NOS,Length (5 MTR),Accessory,,25.61,
894,DRILL BIT 10 MM,DRILL-10MM-X796,NOS,NOS,Consumable,,6.03,
895,DAMPER SPLIT,DAMPER-SPLIT-X797,NOS,NOS,Accessory,,5.52,
896,DAMPER SPLIT,DAMPER-SPLIT-X798,NOS,NOS,Accessory,,5.54,
897,"GI ROUND VCD - 10""",VCD-GI-10-X799,NOS,NOS,Accessory,,12.29,
898,0.90MM AGIS COIL (Z275),AGIS-0.90MM-X800,KG,TON,Raw-Material,UAE,3.07,
899,FIRE RATED STICKER - MUAYED,STICKER-FR-MUAYED-X801,NOS,NOS,Consumable,,5.94,
900,FIRE RATED SEALANT - PROGULF,SEALANT-FR-PROGULF-X802,NOS,NOS,Consumable,,15.19,
901,COPPER (SPOT WELDING TIP),COPPER-WELD-TIP-X803,PCS,PCS,Consumable,,30.31,
902,20MM FLANGES,FL-20MM-X804,MTR,Length (5 MTR),Accessory ,,1.4,
903,ANGLE 35/35 / 3 THICK,ANGLE-35x35-3-X805,NOS,Length (5 MTR),Accessory,,33.62,
904,TIE ROD (NOS) 10 MM,TR-10MM-X806,NOS,1.5MTR,Accessory,,4.42,
905,FIRE RATED SEALANT - MUAYED,SEALANT-FR-MUAYED-X807,NOS,NOS,Consumable,,20.12,
906,20MM CORNER,CR-20MM-X808,NOS,BOX (200 NOS),Accessory ,,0.28,
907,CARBON PLAIN,CARBON-PLAIN-X809,NOS,NOS,Consumable,,5.06,
908,GOOGLES,SAFETY-GOGGLES-X810,NOS,NOS,SAFETY-ITEM,,5.01,
909,ELECTRODE PLASMA,ELECTRODE-P-X811,NOS,NOS,Consumable,,9.1,
910,"CUTTER WHEEL 4.5"" (16DIA)",CUTTER-4.5-X812,NOS,NOS,Consumable,,2.96,
911,HAND GLOVES,CONS-HAND-GLOVES-X813,DZN,DZN,SAFETY-ITEM,,13.01,
912,VCD 250X150 S&C,VCD-250x150-X814,NOS,NOS,Accessory,,23.98,
913,C PATTI SHEET,C-PATTI-SHEET-X815,NOS,NOS,Accessory,,0.9,
914,EARPLUG,EARPLUG-X816,NOS,NOS,SAFETY-ITEM,,0.6,
915,0.90MM JSW COIL (Z275),JSW-0.90MM-X817,KG,TON,Raw-Material,INDIA,3.87,
916,"CUTTER WHEEL 4.5"" (16DIA)",CUTTER-4.5-X818,NOS,NOS,Consumable,,3.01,
917,THINNER,THINNER-X819,LITER,LITER,Consumable,,8.78,
918,40MM FLANGES,FL-40MM-X820,MTR,Length (5 MTR),Accessory ,,3.75,
919,GALVANIZED ANGLE 40/40,ANGLE-40x40-X821,NOS,Length (5 MTR),Accessory,,62.1,
920,0.55MM AGIS COIL (Z275),AGIS-0.55MM-X822,KG,TON ,Raw-Material,UAE,3.25,
921,GOOGLES,SAFETY-GOGGLES-X823,NOS,NOS,SAFETY-ITEM,,4.95,
922,THINNER,THINNER-X824,LITER,LITER,Consumable,,8.54,
923,30MM CORNER,CR-30MM-X825,NOS,BOX (200 NOS),Accessory ,,0.24,
924,VCD 400X200 S&C,VCD-400x200-X826,NOS,NOS,Accessory,,33.97,
925,VCD 400X200 S&C,VCD-400x200-X827,NOS,NOS,Accessory,,33.88,
926,FUSE,FUSE-X828,NOS,NOS,Consumable,,1.02,
927,0.90MM AGIS COIL (Z275),AGIS-0.90MM-X829,KG,TON,Raw-Material,UAE,3.12,
928,GI NUT 10 MM,GI-NUT-10MM-X830,KG,KG,Accessory,,7.02,
929,0.60MM JSW COIL (Z275),JSW-0.60MM-X831,KG,TON,Raw-Material,INDIA,3.86,
930,RETAINING CAP (PLASMA MACHINE),RETAIN-CAP-PLASMA-X832,NOS,NOS,Consumable,,141.63,
931,FIRE RATED STICKER - MUAYED,STICKER-FR-MUAYED-X833,NOS,NOS,Consumable,,6.09,
932,0.60MM AGIS COIL (Z275),AGIS-0.60MM-X834,KG,TON,Raw-Material,UAE,3.15,
933,FIRE RATED GASKET,GASKET-FR-X835,NOS,NOS,Accessory,,45.42,
934,"FLEXIBLE DUCT 6"" (7.5MTR/BX)",FLEX-DUCT-6-X836,BX,BX,Accessory,,25.61,
935,ANGLE 35/35 / 3 THICK,ANGLE-35x35-3-X837,NOS,Length (5 MTR),Accessory,,33,
936,DRILL BIT 3.5 MM,DRILL-3.5MM-X838,NOS,NOS,Consumable,,2.47,
937,GREASE 1 KG,CONS-GREASE-1KG-X839,KG,KG,Consumable,,15.03,
938,RSA ANGLE 50X50X5MM THK (6M/LEN),RSA-ANGLE-50x50x5-X840,NOS,Length (6 MTR),Raw-Material,,57.3,
939,DRILL BIT 3.5 MM,DRILL-3.5MM-X841,NOS,NOS,Consumable,,2.5,
940,GALVANIZED ANGLE 40/40,ANGLE-40x40-X842,NOS,Length (5 MTR),Accessory,,61.82,
941,RSA ANGLE 50X50X5MM THK (6M/LEN),RSA-ANGLE-50x50x5-X843,NOS,Length (6 MTR),Raw-Material,,57.41,
942,"GI ROUND VCD - 4""",VCD-GI-4-X844,NOS,NOS,Accessory,,10.09,
943,NOZZLE PLASMA,NOZZLE-P-X845,NOS,NOS,Consumable,,9.01,
944,RETAINING CAP (PLASMA MACHINE),RETAIN-CAP-PLASMA-X846,NOS,NOS,Consumable,,142.83,
945,WASTE CLOTH,CONS-WASTE-CLOTH-X847,PKT,PKT,Consumable,,15.08,
946,ANGLE 35/35 / 3 THICK,ANGLE-35x35-3-X848,NOS,Length (5 MTR),Accessory,,33.03,
947,CARBON (MITERSAW),CARBON-MITER-X849,NOS,NOS,Consumable,,4.95,
948,RSA ANGLE 50X50X5MM THK (6M/LEN),RSA-ANGLE-50x50x5-X850,NOS,Length (6 MTR),Raw-Material,,58.9,
949,ANGLE 50/50 / 4MM THICK,ANGLE-50x50-4-X851,NOS,Length (5 MTR),Accessory,,60.54,
950,DRILL BIT 3.5 MM,DRILL-3.5MM-X852,NOS,NOS,Consumable,,2.45,
951,RSA ANGLE 40X40X5MM THK (6M/LEN),RSA-ANGLE-40x40x5-X853,NOS,Length (6 MTR),Raw-Material,,47.4,
952,STANLEY CUTTER,STANLEY-CUTTER-X854,NOS,NOS,Tool,,34.87,
953,RETAINING CAP (PLASMA MACHINE),RETAIN-CAP-PLASMA-X855,NOS,NOS,Consumable,,140.06,
954,NOZZLE PLASMA,NOZZLE-P-X856,NOS,NOS,Consumable,,9.02,
955,ANGLE 35/35 / 3 THICK,ANGLE-35x35-3-X857,NOS,Length (5 MTR),Accessory,,33.6,
956,SWIRL RING,SWIRL-RING-X858,NOS,NOS,Consumable,,120.29,
957,30MM CORNER,CR-30MM-X859,NOS,BOX (200 NOS),Accessory ,,0.24,
958,1.20MM JSW COIL (Z275),JSW-1.20MM-X860,KG,TON,Raw-Material,INDIA,3.78,
959,20MM CORNER,CR-20MM-X861,NOS,BOX (200 NOS),Accessory ,,0.28,
960,S CLEATS,S-CLEATS-X862,MTR,Length (1.2 MTR),Accessory ,,1.81,x
961,"BRUSH 1""",BRUSH-1-X863,NOS,NOS,Consumable,,1.81,
962,0.90MM AGIS COIL (Z275),AGIS-0.90MM-X864,KG,TON,Raw-Material,UAE,3.11,
963,DAMPER SPLIT,DAMPER-SPLIT-X865,NOS,NOS,Accessory,,5.47,
964,0.90MM AGIS COIL (Z275),AGIS-0.90MM-X866,KG,TON,Raw-Material,UAE,3.09,
965,ALUM SPRAY PAINT,CONS-PAINT-AL-X867,NOS,NOS,Consumable,,5.07,
966,STANLEY CUTTER,STANLEY-CUTTER-X868,NOS,NOS,Tool,,34.37,
967,"5"" RING",RING-5-X869,NOS,NOS,Accessory,,1.54,
968,"CUTTER WHEEL 4.5"" (16DIA)",CUTTER-4.5-X870,NOS,NOS,Consumable,,2.97,
969,40MM CORNER,CR-40MM-X871,NOS,BOX (200 NOS),Accessory ,,0.89,
970,ANGLE 25/25 / 2.5MM,ANGLE-25x25-2.5-X872,NOS,Length (5 MTR),Accessory,,26,
971,FIRE RATED GASKET,GASKET-FR-X873,NOS,NOS,Accessory,,44.43,
972,FIRE RATED SEALANT - MUAYED,SEALANT-FR-MUAYED-X874,NOS,NOS,Consumable,,20.28,
973,TIE ROD CONNECTOR 8 MM,TR-CON-8MM-X875,NOS,NOS,Accessory,,0.45,
974,"FLEXIBLE DUCT 6"" (7.5MTR/BX)",FLEX-DUCT-6-X876,BX,BX,Accessory,,25.88,
975,0.60MM JSW COIL (Z275),JSW-0.60MM-X877,KG,TON,Raw-Material,INDIA,3.82,
976,"BRUSH 2""",BRUSH-2-X878,NOS,NOS,Consumable,,1.97,
977,SHEILD (PLASMA MACHINE),SHIELD-PLASMA-X879,NOS,NOS,Consumable,,76.04,
978,VCD 250X150 S&C,VCD-250x150-X880,NOS,NOS,Accessory,,24.05,
979,"FLEXIBLE DUCT 6"" (7.5MTR/BX)",FLEX-DUCT-6-X881,BX,BX,Accessory,,25.95,
980,0.80MM AGIS COIL (Z275),AGIS-0.80MM-X882,KG,TON,Raw-Material,UAE,3.09,
981,30MM JOINT CLEAT,JC-30MM-X883,MTR,Length (2 MTR),Accessory ,,1.53,
982,20MM CORNER,CR-20MM-X884,NOS,BOX (200 NOS),Accessory ,,0.28,
983,20MM CORNER,CR-20MM-X885,NOS,BOX (200 NOS),Accessory ,,0.28,
984,"BRUSH 1""",BRUSH-1-X886,NOS,NOS,Consumable,,1.8,
985,0.80MM JSW COIL (Z275),JSW-0.80MM-X887,KG,TON,Raw-Material,INDIA,3.88,
986,"4"" RING",RING-4-X888,NOS,NOS,Accessory,,1.37,
987,VCD 350X200 S&C,VCD-350x200-X889,NOS,NOS,Accessory,,31.57,
988,"4"" RING",RING-4-X890,NOS,NOS,Accessory,,1.33,
989,1.00MM JSW COIL (Z275),JSW-1.00MM-X891,KG,TON,Raw-Material,INDIA,3.8,
990,VCD 300X200 S&C,VCD-300x200-X892,NOS,NOS,Accessory,,30.11,
991,ELECTRODE PLASMA,ELECTRODE-P-X893,NOS,NOS,Consumable,,8.85,
992,GALVANIZED ANGLE 40/40,ANGLE-40x40-X894,NOS,Length (5 MTR),Accessory,,63.59,
993,CARBON 51,CARBON-51-X895,NOS,NOS,Consumable,,4.91,
994,ANGLE 35/35 / 3 THICK,ANGLE-35x35-3-X896,NOS,Length (5 MTR),Accessory,,32.37,
995,1.10MM AGIS COIL (Z275),AGIS-1.10MM-X897,KG,TON,Raw-Material,UAE,3.16,
996,0.55MM JSW COIL (Z275),JSW-0.55MM-X898,KG,TON ,Raw-Material,INDIA,3.83,
997,30MM CORNER,CR-30MM-X899,NOS,BOX (200 NOS),Accessory ,,0.24,
998,"GI ROUND VCD - 4""",VCD-GI-4-X900,NOS,NOS,Accessory,,9.99,
999,HAND GLOVES,CONS-HAND-GLOVES-X901,DZN,DZN,SAFETY-ITEM,,13.08,
1000,WELDING ROD 2.6MM GREEN,WELD-2.6MM-X902,BOX,BOX,Consumable,,48.85,
1001,CARBON 51,CARBON-51-X903,NOS,NOS,Consumable,,5.01,
1002,0.56MM JSW COIL (Z275),JSW-0.56MM-X904,KG,TON ,Raw-Material,INDIA,3.82,
1003,0.55MM JSW COIL (Z275),JSW-0.55MM-X905,KG,TON ,Raw-Material,INDIA,3.78,
1004,"10"" RING",RING-10-X906,NOS,NOS,Accessory,,2.51,
1005,20MM FLANGES,FL-20MM-X907,MTR,Length (5 MTR),Accessory ,,1.39,
1006,30MM CORNER,CR-30MM-X908,NOS,BOX (200 NOS),Accessory ,,0.24,
1007,0.55MM AGIS COIL (Z275),AGIS-0.55MM-X909,KG,TON ,Raw-Material,UAE,3.24,
1008,WOODEN HAMMER,HAMMER-WOOD-X910,NOS,NOS,Tool,,11.06,
1009,TIE ROD (NOS) 8 MM,TR-8MM-X911,NOS,1.5MTR,Accessory,,3.52,
1010,"CUTTER WHEEL 4.5"" (16DIA)",CUTTER-4.5-X912,NOS,NOS,Consumable,,3.01,
1011,PIANO HINGES,HINGE-PIANO-X913,NOS,NOS,Accessory,,19.91,
1012,FIRE RATED SEALANT - PROGULF,SEALANT-FR-PROGULF-X914,NOS,NOS,Consumable,,14.98,
1013,WOODEN HAMMER,HAMMER-WOOD-X915,NOS,NOS,Tool,,11.08,
1014,TIE ROD (NOS) 10 MM,TR-10MM-X916,NOS,1.5MTR,Accessory,,4.3,
1015,1.00MM JSW COIL (Z275),JSW-1.00MM-X917,KG,TON,Raw-Material,INDIA,3.8,
1016,COPPER (SPOT WELDING TIP),COPPER-WELD-TIP-X918,PCS,PCS,Consumable,,30.48,
1017,0.90MM JSW COIL (Z275),JSW-0.90MM-X919,KG,TON,Raw-Material,INDIA,3.88,
1018,GI NUT 10 MM,GI-NUT-10MM-X920,KG,KG,Accessory,,7.1,
1019,REDOXIDE 18 LTR,CONS-REDOXIDE-18L-X921,LITER,18 LITRE,Consumable,,7.46,
1020,"BRUSH 1""",BRUSH-1-X922,NOS,NOS,Consumable,,1.81,
1021,VCD 400X200 S&C,VCD-400x200-X923,NOS,NOS,Accessory,,34.14,
1022,CARBON (MITERSAW),CARBON-MITER-X924,NOS,NOS,Consumable,,5.08,
1023,GI BOLT 10 MM,GI-BOLT-10MM-X925,KG,KG,Accessory,,7.11,
1024,CARBON 51,CARBON-51-X926,NOS,NOS,Consumable,,4.95,
1025,SWIRL RING,SWIRL-RING-X927,NOS,NOS,Consumable,,122.25,
1026,0.90MM JSW COIL (Z275),JSW-0.90MM-X928,KG,TON,Raw-Material,INDIA,3.83,
1027,DRILL BIT 4 MM,DRILL-4MM-X929,NOS,NOS,Consumable,,2.51,
1028,20MM FLANGES,FL-20MM-X930,MTR,Length (5 MTR),Accessory ,,1.42,
1029,30MM JOINT CLEAT,JC-30MM-X931,MTR,Length (2 MTR),Accessory ,,1.54,
1030,ANGLE 50/50 / 4MM THICK,ANGLE-50x50-4-X932,NOS,Length (5 MTR),Accessory,,61.35,
1031,RETAINING CAP (PLASMA MACHINE),RETAIN-CAP-PLASMA-X933,NOS,NOS,Consumable,,145.65,
1032,GI NUT 10 MM,GI-NUT-10MM-X934,KG,KG,Accessory,,7.04,
1033,"BRUSH 1""",BRUSH-1-X935,NOS,NOS,Consumable,,1.81,
1034,REDOXIDE 18 LTR,CONS-REDOXIDE-18L-X936,LITER,18 LITRE,Consumable,,7.59,
1035,0.60MM AGIS COIL (Z275),AGIS-0.60MM-X937,KG,TON,Raw-Material,UAE,3.24,
1036,WOODEN HAMMER,HAMMER-WOOD-X938,NOS,NOS,Tool,,11.2,
1037,1.10MM JSW COIL (Z275),JSW-1.10MM-X939,KG,TON,Raw-Material,INDIA,3.87,
1038,"1"" DIA GI PIPE",GI-PIPE-1-X940,NOS,NOS,Raw-Material,,79.2,
1039,FIRE RATED SEALANT - PROGULF,SEALANT-FR-PROGULF-X941,NOS,NOS,Consumable,,14.74,
1040,STANLEY CUTTER,STANLEY-CUTTER-X942,NOS,NOS,Tool,,34.41,
1041,30MM FLANGES,FL-30MM-X943,MTR,Length (5 MTR),Accessory ,,2.28,
1042,0.90MM JSW COIL (Z275),JSW-0.90MM-X944,KG,TON,Raw-Material,INDIA,3.9,
1043,0.60MM AGIS COIL (Z275),AGIS-0.60MM-X945,KG,TON,Raw-Material,UAE,3.21,
1044,CARBON 203,CARBON-203-X946,NOS,NOS,Consumable,,12.19,
1045,"BRUSH 1""",BRUSH-1-X947,NOS,NOS,Consumable,,1.83,
1046,20MM JOINT CLEAT,JC-20MM-X948,MTR,Length (2 MTR),Accessory ,,1.54,
1047,40MM FLANGES,FL-40MM-X949,MTR,Length (5 MTR),Accessory ,,3.84,
1048,0.60MM JSW COIL (Z275),JSW-0.60MM-X950,KG,TON,Raw-Material,INDIA,3.8,
1049,1.00MM AGIS COIL (Z275),AGIS-1.00MM-X951,KG,TON,Raw-Material,UAE,3.16,
1050,DRILL BIT 3.5 MM,DRILL-3.5MM-X952,NOS,NOS,Consumable,,2.48,
1051,0.70MM AGIS COIL (Z275),AGIS-0.70MM-X953,KG,TON,Raw-Material,UAE,3.15,
1052,GREASE 1 KG,CONS-GREASE-1KG-X954,KG,KG,Consumable,,14.81,
1053,HAMMER 200,HAMMER-200-X955,NOS,NOS,Tool,,15.03,
1054,1.10MM JSW COIL (Z275),JSW-1.10MM-X956,KG,TON,Raw-Material,INDIA,3.91,
1055,DAMPER SPLIT,DAMPER-SPLIT-X957,NOS,NOS,Accessory,,5.51,
1056,EARPLUG,EARPLUG-X958,NOS,NOS,SAFETY-ITEM,,0.59,
1057,FUSE,FUSE-X959,NOS,NOS,Consumable,,0.98,
1058,0.90MM AGIS COIL (Z275),AGIS-0.90MM-X960,KG,TON,Raw-Material,UAE,3.1,
1059,REDOXIDE 18 LTR,CONS-REDOXIDE-18L-X961,LITER,18 LITRE,Consumable,,7.62,
1060,WOODEN HAMMER,HAMMER-WOOD-X962,NOS,NOS,Tool,,11.04,
1061,TIE ROD CONNECTOR 10 MM,TR-CON-10MM-X963,NOS,NOS,Accessory,,0.45,
1062,0.80MM JSW COIL (Z275),JSW-0.80MM-X964,KG,TON,Raw-Material,INDIA,3.9,
1063,0.90MM AGIS COIL (Z275),AGIS-0.90MM-X965,KG,TON,Raw-Material,UAE,3.05,
1064,0.56MM AGIS COIL (Z275),AGIS-0.56MM-X966,KG,TON ,Raw-Material,UAE,3.22,
1065,ALUM SPRAY PAINT,CONS-PAINT-AL-X967,NOS,NOS,Consumable,,4.9,
1066,0.80MM JSW COIL (Z275),JSW-0.80MM-X968,KG,TON,Raw-Material,INDIA,3.84,
1067,"6"" RING",RING-6-X969,NOS,NOS,Accessory,,1.98,
1068,S CLEATS,S-CLEATS-X970,MTR,Length (1.2 MTR),Accessory ,,1.82,x
1069,"4"" RING",RING-4-X971,NOS,NOS,Accessory,,1.34,
1070,1.00MM AGIS COIL (Z275),AGIS-1.00MM-X972,KG,TON,Raw-Material,UAE,3.13,
1071,REDOXIDE 18 LTR,CONS-REDOXIDE-18L-X973,LITER,18 LITRE,Consumable,,7.56,
1072,"CUTTER WHEEL 4.5"" (16DIA)",CUTTER-4.5-X974,NOS,NOS,Consumable,,3,
1073,30MM JOINT CLEAT,JC-30MM-X975,MTR,Length (2 MTR),Accessory ,,1.53,
1074,WELDING ROD 4MM,WELD-4MM-X976,BOX,BOX,Consumable,,40.68,
1075,"GI ROUND VCD - 10""",VCD-GI-10-X977,NOS,NOS,Accessory,,12.54,
1076,WELDING ROD 2.6MM GREEN,WELD-2.6MM-X978,BOX,BOX,Consumable,,47.38,
1077,WELDING ROD 3.2MM,WELD-3.2MM-X979,BOX,BOX,Consumable,,45.31,
1078,40MM CORNER,CR-40MM-X980,NOS,BOX (200 NOS),Accessory ,,0.88,
1079,ANGLE 50/50 / 4MM THICK,ANGLE-50x50-4-X981,NOS,Length (5 MTR),Accessory,,60.05,
1080,0.90MM JSW COIL (Z275),JSW-0.90MM-X982,KG,TON,Raw-Material,INDIA,3.84,
1081,GREASE 1 KG,CONS-GREASE-1KG-X983,KG,KG,Consumable,,15.27,
1082,RSA ANGLE 50X50X5MM THK (6M/LEN),RSA-ANGLE-50x50x5-X984,NOS,Length (6 MTR),Raw-Material,,58.2,
1083,CARBON 203,CARBON-203-X985,NOS,NOS,Consumable,,12.14,
1084,"BRUSH 1""",BRUSH-1-X986,NOS,NOS,Consumable,,1.77,
1085,CARBON 203,CARBON-203-X987,NOS,NOS,Consumable,,11.89,
1086,"10"" RING",RING-10-X988,NOS,NOS,Accessory,,2.55,
1087,"CUTTER WHEEL 14""",CUTTER-14-X989,NOS,NOS,Consumable,,10.82,
1088,ANGLE 25/25 / 2.5MM,ANGLE-25x25-2.5-X990,NOS,Length (5 MTR),Accessory,,26.41,
1089,0.56MM JSW COIL (Z275),JSW-0.56MM-X991,KG,TON ,Raw-Material,INDIA,3.78,
1090,0.55MM JSW COIL (Z275),JSW-0.55MM-X992,KG,TON ,Raw-Material,INDIA,3.86,
1091,"10"" RING",RING-10-X993,NOS,NOS,Accessory,,2.45,
1092,"10"" RING",RING-10-X994,NOS,NOS,Accessory,,2.54,
1093,20MM CORNER,CR-20MM-X995,NOS,BOX (200 NOS),Accessory ,,0.28,
1094,VCD 400X200 S&C,VCD-400x200-X996,NOS,NOS,Accessory,,34.05,
1095,"FLEXIBLE DUCT 6"" (7.5MTR/BX)",FLEX-DUCT-6-X997,BX,BX,Accessory,,25.88,
1096,CARBON PLAIN,CARBON-PLAIN-X998,NOS,NOS,Consumable,,5.04,
1097,CARBON PLAIN,CARBON-PLAIN-X999,NOS,NOS,Consumable,,5.03,
1098,VCD 400X200 S&C,VCD-400x200-X1000,NOS,NOS,Accessory,,34.14,
1099,VCD 250X150 S&C,VCD-250x150-X1001,NOS,NOS,Accessory,,23.96,
1100,0.70MM JSW COIL (Z275),JSW-0.70MM-X1002,KG,TON,Raw-Material,INDIA,3.8,
1101,"BRUSH 2""",BRUSH-2-X1003,NOS,NOS,Consumable,,2.01,
1102,40MM G CLAMPS,GC-40MM-X1004,NOS,BOX (200 NOS),Accessory ,,0.28,
1103,40MM FLANGES,FL-40MM-X1005,MTR,Length (5 MTR),Accessory ,,3.76,
1104,NOZZLE LASER,NOZZLE-L-X1006,NOS,NOS,Consumable,,8.99,
1105,WELDING ROD 4MM,WELD-4MM-X1007,BOX,BOX,Consumable,,39.29,
1106,DRILL BIT 4 MM,DRILL-4MM-X1008,NOS,NOS,Consumable,,2.46,
1107,0.70MM JSW COIL (Z275),JSW-0.70MM-X1009,KG,TON,Raw-Material,INDIA,3.8,
1108,VCD 250X150 S&C,VCD-250x150-X1010,NOS,NOS,Accessory,,24.12,
1109,40MM CORNER,CR-40MM-X1011,NOS,BOX (200 NOS),Accessory ,,0.86,
1110,FIRE RATED GASKET,GASKET-FR-X1012,NOS,NOS,Accessory,,45.81,
1111,ALUM SPRAY PAINT,CONS-PAINT-AL-X1013,NOS,NOS,Consumable,,4.98,
1112,HAND GLOVES,CONS-HAND-GLOVES-X1014,DZN,DZN,SAFETY-ITEM,,13.06,
1113,"FLEXIBLE DUCT 6"" (7.5MTR/BX)",FLEX-DUCT-6-X1015,BX,BX,Accessory,,26.07,
1114,20MM CORNER,CR-20MM-X1016,NOS,BOX (200 NOS),Accessory ,,0.28,
1115,RETAINING CAP (PLASMA MACHINE),RETAIN-CAP-PLASMA-X1017,NOS,NOS,Consumable,,142.29,
1116,40MM CORNER,CR-40MM-X1018,NOS,BOX (200 NOS),Accessory ,,0.87,
1117,VCD 400X200 S&C,VCD-400x200-X1019,NOS,NOS,Accessory,,34.67,
1118,ANGLE 35/35 / 3 THICK,ANGLE-35x35-3-X1020,NOS,Length (5 MTR),Accessory,,32.46,
1119,CARBON PLAIN,CARBON-PLAIN-X1021,NOS,NOS,Consumable,,5.09,
1120,FUSE,FUSE-X1022,NOS,NOS,Consumable,,0.99,
1121,FIRE RATED GASKET,GASKET-FR-X1023,NOS,NOS,Accessory,,45.54,
1122,RETAINING CAP (PLASMA MACHINE),RETAIN-CAP-PLASMA-X1024,NOS,NOS,Consumable,,141.32,
1123,"FLEXIBLE DUCT 6"" (7.5MTR/BX)",FLEX-DUCT-6-X1025,BX,BX,Accessory,,25.89,
1124,30MM JOINT CLEAT,JC-30MM-X1026,MTR,Length (2 MTR),Accessory ,,1.56,
1125,0.90MM JSW COIL (Z275),JSW-0.90MM-X1027,KG,TON,Raw-Material,INDIA,3.92,
1126,ANGLE 35/35 / 3 THICK,ANGLE-35x35-3-X1028,NOS,Length (5 MTR),Accessory,,32.92,
1127,TIE ROD (NOS) 10 MM,TR-10MM-X1029,NOS,1.5MTR,Accessory,,4.37,
1128,TIE ROD CONNECTOR 10 MM,TR-CON-10MM-X1030,NOS,NOS,Accessory,,0.45,
1129,30MM CORNER,CR-30MM-X1031,NOS,BOX (200 NOS),Accessory ,,0.24,
1130,"10"" RING",RING-10-X1032,NOS,NOS,Accessory,,2.54,
1131,0.90MM JSW COIL (Z275),JSW-0.90MM-X1033,KG,TON,Raw-Material,INDIA,3.92,
1132,"6"" RING",RING-6-X1034,NOS,NOS,Accessory,,1.99,
1133,1.10MM AGIS COIL (Z275),AGIS-1.10MM-X1035,KG,TON,Raw-Material,UAE,3.16,
1134,ALUM SPRAY PAINT,CONS-PAINT-AL-X1036,NOS,NOS,Consumable,,5.08,
1135,RSA ANGLE 40X40X5MM THK (6M/LEN),RSA-ANGLE-40x40x5-X1037,NOS,Length (6 MTR),Raw-Material,,48.12,
1136,1.20MM AGIS COIL (Z275),AGIS-1.20MM-X1038,KG,TON,Raw-Material,UAE,3.03,
1137,0.55MM AGIS COIL (Z275),AGIS-0.55MM-X1039,KG,TON ,Raw-Material,UAE,3.21,
1138,GI NUT 10 MM,GI-NUT-10MM-X1040,KG,KG,Accessory,,6.94,
