SI.,Product Name,Item Code,UOM,Purchase UOM,Product Category,Origin Rule,Purchase Cost
716,HANDLE SQUARE,PI-HANDLE-SQ-X660,NOS,NOS,Accessory ,,1.68
717,PI ALPHA UL181 20MM,PI-PH-ALPHA-UL181-20-X661,SQM,SQM,Raw-Material ,,25.52
718,UL TAPE 60 YARD - SHUR,PI-ULT-60-SHUR-X662,NOS,NOS,Accessory ,,47.19
719,UL TAPE 60 YARD - MEIYUAN,PI-ULT-60-MEI-X663,NOS,NOS,Accessory ,,49.9
720,PI ALPHA UL181 20MM,PI-PH-ALPHA-UL181-20-X664,SQM,SQM,Raw-Material ,,25.52
721,VCD BLADE 200 MM,PI-VCD-200-MTR-X665,MTR,MTR(LENGTH 6 MTR),Accessory ,,29.33
722,PVC CORNER 20MM PAL,PI-PVC-CR-20PAL-X666,NOS,BOX (200 NOS),Accessory ,,0.15
723,Z LINK,PI-Z-LINK-X667,NOS,NOS,Accessory ,,1.68
724,PROFILE GLUE,PI-PROFILE-GLUE-X668,NOS,NOS,Accessory ,,19.12
725,PVC CORNER 30MM,PI-PVC-CR-30-X669,NOS,BOX (200 NOS),Accessory ,,0.94
726,UL TAPE 60 YARD - MEIYUAN,PI-ULT-60-MEI-X670,NOS,NOS,Accessory ,,49.72
727,"ALUMINIUM TAPE 2""",PI-ALU-TAPE-2-BX-X671,BOX,BOX(24 NOS),Accessory ,,43.64
728,VCD BLADE 100 MM,PI-VCD-100-MTR-X672,MTR,MTR(LENGTH 6 MTR),Accessory ,,11.38
729,CROSS FIX DEVICE FOR REIN BAR,PI-CROSS-FIX-X673,NOS,NOS,Accessory ,,1.18
730,PAL PHENOLIC SHEET UL 181 20M,PI-PH-UL181-20M-PAL-X674,SQM,SQM,Raw-Material,,28.65
731,SEALANT (STAR ADHESIV) WHITE,PI-SEAL-STAR-W-X675,BOX,BOX(24 NOS),Accessory ,,40.57
732,Z LINK,PI-Z-LINK-X676,NOS,NOS,Accessory ,,1.66
733,GI CORNER 20MM,PI-GI-CR-20-X677,NOS,BOX (200 NOS),Accessory ,,0.07
734,SPINDEL 12X125,PI-SPINDEL-12X125-X678,NOS,NOS,Accessory ,,1.19
735,"ALUMINIUM TAPE 2""",PI-ALU-TAPE-2-BX-X679,BOX,BOX(24 NOS),Accessory ,,44
736,UL TAPE 30 YARD - IDEAL,PI-ULT-30-IDEAL-X680,NOS,NOS,Accessory ,,32.25
737,PVC CORNER 30MM,PI-PVC-CR-30-X681,NOS,BOX (200 NOS),Accessory ,,0.92
738,SEALANT PAL,PI-SEAL-PAL-X682,BOX,BOX(24 NOS),Accessory ,,70.81
739,Z LINK,PI-Z-LINK-X683,NOS,NOS,Accessory ,,1.64
740,VCD BLADE 150 MM,PI-VCD-150-MTR-X684,MTR,MTR(LENGTH 6 MTR),Accessory ,,15.64
741,PVC CORNER 20MM PAL,PI-PVC-CR-20PAL-X685,NOS,BOX (200 NOS),Accessory ,,0.15
742,CROSS FIX DEVICE FOR REIN BAR,PI-CROSS-FIX-X686,NOS,NOS,Accessory ,,1.2
743,SEALANT PAL,PI-SEAL-PAL-X687,BOX,BOX(24 NOS),Accessory ,,69.24
744,PVC CORNER 20MM PAL,PI-PVC-CR-20PAL-X688,NOS,BOX (200 NOS),Accessory ,,0.15
745,PVC H BAYONET,PI-PVC-HBAY-X689,MTR,Length (5 MTR),Accessory ,,0.55
746,ALUMINIUM F. FLANGE 20MM,PI-ALU-FFL-20-X690,MTR,Length (5 MTR),Accessory ,,2.34
747,"ALUMINIUM TAP 3"" (AL ANSAF)",PI-ALU-T3-ANS-BX-X691,BOX,BOX(18 NOS),Accessory ,,46.36
748,SEALANT GUN,PI-SEAL-GUN-X692,NOS,NOS,Tool,,15.04
749,PAL PHENOLIC SHEET UL 181 20M (INNOVA),PI-PH-UL181-20M-INN-X693,SQM,SQM,Raw-Material,,26.47
750,STUCK UP PIN (ANSAF),PI-STUCK-PIN-ANS-X694,BOX,BOX(400 PCS),Accessory ,,87.92
751,SEALANT PAL,PI-SEAL-PAL-X695,BOX,BOX(24 NOS),Accessory ,,70.72
752,SPINDEL 12X75,PI-SPINDEL-12X75-X696,NOS,NOS,Accessory ,,0.75
753,SEALANT (DR FIX PIDILITE) GRAY,PI-SEAL-DRFIX-G-X697,BOX,BOX(24 NOS),Accessory ,,38.3
754,STUCK UP PIN LOCK,PI-STUCK-PIN-LOCK-X698,NOS,NOS,Accessory ,,0.04
755,ALUMINIUM CH. FLANGE 20MM (KS),PI-ALU-CHFL-20KS-X699,MTR,Length (5 MTR),Accessory ,,2.17
756,VCD BLADE 100 MM,PI-VCD-100-MTR-X700,MTR,MTR(LENGTH 6 MTR),Accessory ,,11.46
757,PVC CORNER 20MM PAL,PI-PVC-CR-20PAL-X701,NOS,BOX (200 NOS),Accessory ,,0.15
758,"ALUMINIUM TAPE 2""",PI-ALU-TAPE-2-BX-X702,BOX,BOX(24 NOS),Accessory ,,43.06
759,STUCK UP PIN (ANSAF),PI-STUCK-PIN-ANS-X703,BOX,BOX(400 PCS),Accessory ,,87.83
760,GI CORNER 20MM-PAL,PI-GI-CR-20PAL-X704,NOS,BOX (200 NOS),Accessory ,,0.12
761,VCD BLADE 150 MM,PI-VCD-150-MTR-X705,MTR,MTR(LENGTH 6 MTR),Accessory ,,15.5
762,STUCK UP PIN LOCK,PI-STUCK-PIN-LOCK-X706,NOS,NOS,Accessory ,,0.04
763,UL TAPE 60 YARD - MEIYUAN,PI-ULT-60-MEI-X707,NOS,NOS,Accessory ,,50.98
764,SEALANT (DR FIX PIDILITE) GRAY,PI-SEAL-DRFIX-G-X708,BOX,BOX(24 NOS),Accessory ,,37.52
765,HANDLE SQUARE,PI-HANDLE-SQ-X709,NOS,NOS,Accessory ,,1.64
766,PVC BUSH WITH HOLE,PI-PVC-BUSH-X710,NOS,NOS,Accessory ,,0.16
767,STUCK UP PIN LOCK,PI-STUCK-PIN-LOCK-X711,NOS,NOS,Accessory ,,0.04
768,CNC BLADE KINGSPAN,PI-CNC-BLADE-KING-2-X712,NOS,NOS,Accessory ,,123.89
769,HANDLE SQUARE,PI-HANDLE-SQ-X713,NOS,NOS,Accessory ,,1.63
770,SEALANT GUN,PI-SEAL-GUN-X714,NOS,NOS,Tool,,14.78
771,PAL PHENOLIC SHEET UL 181 20M (INNOVA),PI-PH-UL181-20M-INN-X715,SQM,SQM,Raw-Material,,26.78
772,ALUMINIUM CH. FLANGE 20MM (KS),PI-ALU-CHFL-20KS-X716,MTR,Length (5 MTR),Accessory ,,2.21
773,VCD BLADE 100 MM,PI-VCD-100-MTR-X717,MTR,MTR(LENGTH 6 MTR),Accessory ,,11.15
774,UL TAPE 60 YARD - MEIYUAN,PI-ULT-60-MEI-X718,NOS,NOS,Accessory ,,49.91
775,SPECIALITE PHENOLIC SHEET UL 181 20M (KHAN),PI-PH-UL181-20M-SP-X719,SQM,SQM,Raw-Material,,24.47
776,REINFORCEMENT BAR ALU,PI-REINF-BAR-ALU-X720,MTR,MTR(LENGTH 5 MTR),Accessory ,,6.1
777,PVC CORNER 20MM,PI-PVC-CR-20-X721,NOS,BOX (200 NOS),Accessory ,,0.09
778,SEALANT (STAR ADHESIV) GRAY,PI-SEAL-STAR-G-X722,BOX,BOX(24 NOS),Accessory ,,40.57
779,SPINDEL 12X75,PI-SPINDEL-12X75-X723,NOS,NOS,Accessory ,,0.75
780,PVC CORNER 20MM PAL,PI-PVC-CR-20PAL-X724,NOS,BOX (200 NOS),Accessory ,,0.15
781,PVC H BAYONET,PI-PVC-HBAY-X725,MTR,Length (5 MTR),Accessory ,,0.56
782,PVC U FLANGE,PI-PVC-UFL-X726,MTR,Length (5 MTR),Accessory ,,1.23
783,MEASURING TAPE,PI-MEAS-TAPE-X727,NOS,NOS,Tool ,,3.97
784,SEALANT (STAR ADHESIV) WHITE,PI-SEAL-STAR-W-X728,BOX,BOX(24 NOS),Accessory ,,40.84
785,CAM LOCK,PI-CAM-LOCK-X729,NOS,NOS,Accessory ,,0.91
786,ALUMINIUM F. FLANGE 20MM,PI-ALU-FFL-20-X730,MTR,Length (5 MTR),Accessory ,,2.32
787,PVC BUSH WITH OUT HOLE,PI-PVC-BUSH-NH-X731,NOS,NOS,Accessory ,,0.16
788,PVC CORNER 30MM,PI-PVC-CR-30-X732,NOS,BOX (200 NOS),Accessory ,,0.93
789,BG PLATE WITH HOLE,PI-BG-PLATE-X733,NOS,NOS,Accessory ,,0.3
790,CNC BLADE KINGSPAN,PI-CNC-BLADE-KING-2-X734,NOS,NOS,Accessory ,,123.95
791,PVC H BAYONET,PI-PVC-HBAY-X735,MTR,Length (5 MTR),Accessory ,,0.56
792,SIDE LINK,PI-SIDE-LINK-X736,NOS,NOS,Accessory ,,0.75
793,"ALUMINIUM TAP 3"" (GERGAWI)",PI-ALU-T3-GER-BX-X737,BOX,BOX(18 NOS),Accessory ,,42.95
794,ALUMINIUM JOINT. FLANGE 20MM (KS),PI-ALU-JFL-20KS-X738,MTR,Length (5 MTR),Accessory ,,2.53
795,ALUMINIUM CH. FLANGE 20MM (KS),PI-ALU-CHFL-20KS-X739,MTR,Length (5 MTR),Accessory ,,2.22
796,SPECIALITE PHENOLIC SHEET UL 181 20M (KHAN),PI-PH-UL181-20M-SP-X740,SQM,SQM,Raw-Material,,23.83
797,VCD BLADE 200 MM,PI-VCD-200-MTR-X741,MTR,MTR(LENGTH 6 MTR),Accessory ,,28.45
798,CAM LOCK,PI-CAM-LOCK-X742,NOS,NOS,Accessory ,,0.88
799,SEALANT PAL,PI-SEAL-PAL-X743,BOX,BOX(24 NOS),Accessory ,,70.98
800,PVC FLANGE 20MM,PI-PVC-FL-20-X744,MTR,Length (5 MTR),Accessory ,,0.94
801,SPINDEL 12X125,PI-SPINDEL-12X125-X745,NOS,NOS,Accessory ,,1.2
802,PVC BUSH WITH HOLE,PI-PVC-BUSH-X746,NOS,NOS,Accessory ,,0.16
803,ALUMINIUM U. FLANGE 20MM,PI-ALU-UFL-20-X747,MTR,Length (5 MTR),Accessory ,,1.73
804,UL TAPE 30 YARD - IDEAL,PI-ULT-30-IDEAL-X748,NOS,NOS,Accessory ,,31.93
805,STUCK UP PIN (ANSAF),PI-STUCK-PIN-ANS-X749,BOX,BOX(400 PCS),Accessory ,,87.71
806,SEALANT (STAR ADHESIV) WHITE,PI-SEAL-STAR-W-X750,BOX,BOX(24 NOS),Accessory ,,41
807,ALUMINIUM F. FLANGE 20MM,PI-ALU-FFL-20-X751,MTR,Length (5 MTR),Accessory ,,2.33
808,"ALUMINIUM TAPE 2""",PI-ALU-TAPE-2-BX-X752,BOX,BOX(24 NOS),Accessory ,,44.22
809,PVC BUSH WITH HOLE,PI-PVC-BUSH-X753,NOS,NOS,Accessory ,,0.16
810,ALUMINIUM U FLANGE 20MM (KS),PI-ALU-UFL-20KS-X754,MTR,Length (5 MTR),Accessory ,,1.79
811,VCD BLADE 150 MM,PI-VCD-150-MTR-X755,MTR,MTR(LENGTH 6 MTR),Accessory ,,15.53
812,ALUMINIUM CH. FLANGE 20MM,PI-ALU-CHFL-20-X756,MTR,Length (5 MTR),Accessory ,,2.28
813,PAL PHENOLIC SHEET UL 181 20M (INNOVA),PI-PH-UL181-20M-INN-X757,SQM,SQM,Raw-Material,,26.34
814,SEALANT PAL,PI-SEAL-PAL-X758,BOX,BOX(24 NOS),Accessory ,,69.96
815,MEASURING TAPE,PI-MEAS-TAPE-X759,NOS,NOS,Tool ,,4.03
816,RIVIT 4.8 X 30,PI-RIVIT-4.8X30-X760,BOX,BOX (400 PCS),Accessory ,,18.1
817,HANDLE SQUARE,PI-HANDLE-SQ-X761,NOS,NOS,Accessory ,,1.67
818,"ALUMINIUM TAP 3"" (GERGAWI)",PI-ALU-T3-GER-BX-X762,BOX,BOX(18 NOS),Accessory ,,43.08
819,PVC U FLANGE,PI-PVC-UFL-X763,MTR,Length (5 MTR),Accessory ,,1.25
820,"ALUMINIUM TAPE 2""-ASMACO",PI-ALU-T2-ASM-BX-X764,BOX,BOX(24 NOS),Accessory ,,59.45
821,SEALANT PAL,PI-SEAL-PAL-X765,BOX,BOX(24 NOS),Accessory ,,70.78
822,HANDLE SQUARE,PI-HANDLE-SQ-X766,NOS,NOS,Accessory ,,1.67
823,ALUMINIUM JOINT. FLANGE 20MM,PI-ALU-JFL-20-X767,MTR,Length (5 MTR),Accessory ,,2.73
824,PVC BUSH WITH HOLE,PI-PVC-BUSH-X768,NOS,NOS,Accessory ,,0.16
825,PVC CORNER 30MM,PI-PVC-CR-30-X769,NOS,BOX (200 NOS),Accessory ,,0.92
826,SIDE LINK,PI-SIDE-LINK-X770,NOS,NOS,Accessory ,,0.74
827,"ALUMINIUM TAP 3"" (AL ANSAF)",PI-ALU-T3-ANS-BX-X771,BOX,BOX(18 NOS),Accessory ,,46.33
828,GI CORNER 20MM,PI-GI-CR-20-X772,NOS,BOX (200 NOS),Accessory ,,0.07
829,"ALUMINIUM TAP 3"" (AL ANSAF)",PI-ALU-T3-ANS-BX-X773,BOX,BOX(18 NOS),Accessory ,,47.54
830,PVC FLANGE 20MM,PI-PVC-FL-20-X774,MTR,Length (5 MTR),Accessory ,,0.94
831,CROSS FIX DEVICE FOR REIN BAR,PI-CROSS-FIX-X775,NOS,NOS,Accessory ,,1.22
832,HANDLE SQUARE,PI-HANDLE-SQ-X776,NOS,NOS,Accessory ,,1.64
833,ALUMINIUM U. FLANGE 20MM,PI-ALU-UFL-20-X777,MTR,Length (5 MTR),Accessory ,,1.78
834,ALUMINIUM JOINT. FLANGE 20MM,PI-ALU-JFL-20-X778,MTR,Length (5 MTR),Accessory ,,2.8
835,PVC CORNER 30MM,PI-PVC-CR-30-X779,NOS,BOX (200 NOS),Accessory ,,0.94
836,"ALUMINIUM TAP 3"" (AL ANSAF)",PI-ALU-T3-ANS-BX-X780,BOX,BOX(18 NOS),Accessory ,,46.78
837,Z LINK,PI-Z-LINK-X781,NOS,NOS,Accessory ,,1.62
838,"ALUMINIUM TAPE 2""",PI-ALU-TAPE-2-BX-X782,BOX,BOX(24 NOS),Accessory ,,43.51
839,ALU RIVET 4X25 BOX,PI-ALU-RIVET-4X25-X783,BOX,BOX(400 PCS),Accessory ,,17.99
840,GLUE KINGSPAN (15 litre DRUM),PI-GLUE-KING-X784,DRUM,DRUM(15 LITRE),Accessory ,,147.02
841,CAM LOCK,PI-CAM-LOCK-X785,NOS,NOS,Accessory ,,0.91
842,STUCK UP PIN LOCK,PI-STUCK-PIN-LOCK-X786,NOS,NOS,Accessory ,,0.04
843,ALUMINIUM CH. FLANGE 20MM,PI-ALU-CHFL-20-X787,MTR,Length (5 MTR),Accessory ,,2.26
844,MEASURING TAPE,PI-MEAS-TAPE-X788,NOS,NOS,Tool ,,3.96
845,PVC BUSH WITH HOLE,PI-PVC-BUSH-X789,NOS,NOS,Accessory ,,0.16
846,PI ALPHA UL181 20MM,PI-PH-ALPHA-UL181-20-X790,SQM,SQM,Raw-Material ,,25.97
847,PVC BUSH WITH HOLE,PI-PVC-BUSH-X791,NOS,NOS,Accessory ,,0.16
848,SPINDEL 12X75,PI-SPINDEL-12X75-X792,NOS,NOS,Accessory ,,0.75
849,GI CORNER 20MM-PAL,PI-GI-CR-20PAL-X793,NOS,BOX (200 NOS),Accessory ,,0.12
850,SEALANT (DR FIX PIDILITE) GRAY,PI-SEAL-DRFIX-G-X794,BOX,BOX(24 NOS),Accessory ,,37.3
851,RIVIT 4.8 X 30,PI-RIVIT-4.8X30-X795,BOX,BOX (400 PCS),Accessory ,,17.73
852,GI CORNER 20MM-PAL,PI-GI-CR-20PAL-X796,NOS,BOX (200 NOS),Accessory ,,0.12
853,PVC CORNER 20MM,PI-PVC-CR-20-X797,NOS,BOX (200 NOS),Accessory ,,0.09
854,VCD BLADE 200 MM,PI-VCD-200-MTR-X798,MTR,MTR(LENGTH 6 MTR),Accessory ,,29.2
855,VCD BLADE 150 MM,PI-VCD-150-MTR-X799,MTR,MTR(LENGTH 6 MTR),Accessory ,,15.4
856,VCD BLADE 100 MM,PI-VCD-100-MTR-X800,MTR,MTR(LENGTH 6 MTR),Accessory ,,11.22
857,SEALANT PAL,PI-SEAL-PAL-X801,BOX,BOX(24 NOS),Accessory ,,69.26
858,GI CORNER 20MM,PI-GI-CR-20-X802,NOS,BOX (200 NOS),Accessory ,,0.07
859,SEALANT (STAR ADHESIV) GRAY,PI-SEAL-STAR-G-X803,BOX,BOX(24 NOS),Accessory ,,41.43
860,SPINDEL 12X75,PI-SPINDEL-12X75-X804,NOS,NOS,Accessory ,,0.76
861,CROSS FIX DEVICE FOR REIN BAR,PI-CROSS-FIX-X805,NOS,NOS,Accessory ,,1.22
862,Z LINK,PI-Z-LINK-X806,NOS,NOS,Accessory ,,1.68
863,SEALANT GUN,PI-SEAL-GUN-X807,NOS,NOS,Tool,,15.09
864,SEALANT (DR FIX PIDILITE) WHITE,PI-SEAL-DRFIX-W-X808,BOX,BOX(24 NOS),Accessory ,,38.01
865,PAL PHENOLIC SHEET UL 181 20M (INNOVA),PI-PH-UL181-20M-INN-X809,SQM,SQM,Raw-Material,,26.84
866,ALUMINIUM U. FLANGE 20MM,PI-ALU-UFL-20-X810,MTR,Length (5 MTR),Accessory ,,1.75
867,STUCK UP PIN LOCK,PI-STUCK-PIN-LOCK-X811,NOS,NOS,Accessory ,,0.04
868,RIVIT 4.8 X 30,PI-RIVIT-4.8X30-X812,BOX,BOX (400 PCS),Accessory ,,17.77
869,RIVIT 4.8 X 30,PI-RIVIT-4.8X30-X813,BOX,BOX (400 PCS),Accessory ,,18.01
870,ALUMINIUM JOINT. FLANGE 20MM,PI-ALU-JFL-20-X814,MTR,Length (5 MTR),Accessory ,,2.75
871,SEALANT (DR FIX PIDILITE) GRAY,PI-SEAL-DRFIX-G-X815,BOX,BOX(24 NOS),Accessory ,,37.98
872,UL TAPE 60 YARD - MEIYUAN,PI-ULT-60-MEI-X816,NOS,NOS,Accessory ,,50.04
873,PVC CORNER 20MM,PI-PVC-CR-20-X817,NOS,BOX (200 NOS),Accessory ,,0.09
874,PVC CORNER 20MM PAL,PI-PVC-CR-20PAL-X818,NOS,BOX (200 NOS),Accessory ,,0.15
875,PVC U FLANGE,PI-PVC-UFL-X819,MTR,Length (5 MTR),Accessory ,,1.27
876,PI ALPHA UL181 20MM,PI-PH-ALPHA-UL181-20-X820,SQM,SQM,Raw-Material ,,25.71
877,SEALANT (DR FIX PIDILITE) GRAY,PI-SEAL-DRFIX-G-X821,BOX,BOX(24 NOS),Accessory ,,37.46
878,PVC FLANGE 20MM,PI-PVC-FL-20-X822,MTR,Length (5 MTR),Accessory ,,0.96
879,CAM LOCK,PI-CAM-LOCK-X823,NOS,NOS,Accessory ,,0.89
880,PVC CORNER 20MM PAL,PI-PVC-CR-20PAL-X824,NOS,BOX (200 NOS),Accessory ,,0.15
881,UL TAPE 60 YARD - SHUR,PI-ULT-60-SHUR-X825,NOS,NOS,Accessory ,,46.4
882,"ALUMINIUM TAP 3"" (AL ANSAF)",PI-ALU-T3-ANS-BX-X826,BOX,BOX(18 NOS),Accessory ,,46.96
883,STUCK UP PIN LOCK,PI-STUCK-PIN-LOCK-X827,NOS,NOS,Accessory ,,0.04
884,PVC FLANGE 20MM,PI-PVC-FL-20-X828,MTR,Length (5 MTR),Accessory ,,0.97
885,"ALUMINIUM TAP 3"" (AL ANSAF)",PI-ALU-T3-ANS-BX-X829,BOX,BOX(18 NOS),Accessory ,,47.33
886,VCD BLADE 150 MM,PI-VCD-150-MTR-X830,MTR,MTR(LENGTH 6 MTR),Accessory ,,15.71
887,"ALUMINIUM TAPE 2""-ASMACO",PI-ALU-T2-ASM-BX-X831,BOX,BOX(24 NOS),Accessory ,,60.19
888,PVC FLANGE 20MM,PI-PVC-FL-20-X832,MTR,Length (5 MTR),Accessory ,,0.94
889,SIDE LINK,PI-SIDE-LINK-X833,NOS,NOS,Accessory ,,0.76
890,"ALUMINIUM TAP 3"" (AL ANSAF)",PI-ALU-T3-ANS-BX-X834,BOX,BOX(18 NOS),Accessory ,,46.28
891,"ALUMINIUM TAP 3"" (AL ANSAF)",PI-ALU-T3-ANS-BX-X835,BOX,BOX(18 NOS),Accessory ,,47.44
892,VCD BLADE 200 MM,PI-VCD-200-MTR-X836,MTR,MTR(LENGTH 6 MTR),Accessory ,,28.56
893,CROSS FIX DEVICE FOR REIN BAR,PI-CROSS-FIX-X837,NOS,NOS,Accessory ,,1.2
894,VCD BLADE 150 MM,PI-VCD-150-MTR-X838,MTR,MTR(LENGTH 6 MTR),Accessory ,,15.48
895,"ALUMINIUM TAP 3"" (GERGAWI)",PI-ALU-T3-GER-BX-X839,BOX,BOX(18 NOS),Accessory ,,43.29
896,RIVIT 4.8 X 30,PI-RIVIT-4.8X30-X840,BOX,BOX (400 PCS),Accessory ,,17.78
897,SEALANT (STAR ADHESIV) WHITE,PI-SEAL-STAR-W-X841,BOX,BOX(24 NOS),Accessory ,,41
898,PVC H BAYONET,PI-PVC-HBAY-X842,MTR,Length (5 MTR),Accessory ,,0.54
899,GLUE KINGSPAN (15 litre DRUM),PI-GLUE-KING-X843,DRUM,DRUM(15 LITRE),Accessory ,,148.48
900,STUCK UP PIN LOCK,PI-STUCK-PIN-LOCK-X844,NOS,NOS,Accessory ,,0.04
901,GI CORNER 20MM,PI-GI-CR-20-X845,NOS,BOX (200 NOS),Accessory ,,0.07
902,PVC CORNER 30MM,PI-PVC-CR-30-X846,NOS,BOX (200 NOS),Accessory ,,0.93
903,"ALUMINIUM TAP 3"" (AL ANSAF)",PI-ALU-T3-ANS-BX-X847,BOX,BOX(18 NOS),Accessory ,,47.26
904,SPINDEL 12X125,PI-SPINDEL-12X125-X848,NOS,NOS,Accessory ,,1.2
905,SPECIALITE PHENOLIC SHEET UL 181 20M (KHAN),PI-PH-UL181-20M-SP-X849,SQM,SQM,Raw-Material,,23.77
906,PVC CORNER 30MM,PI-PVC-CR-30-X850,NOS,BOX (200 NOS),Accessory ,,0.94
907,PVC BUSH WITH OUT HOLE,PI-PVC-BUSH-NH-X851,NOS,NOS,Accessory ,,0.16
908,VCD BLADE 100 MM,PI-VCD-100-MTR-X852,MTR,MTR(LENGTH 6 MTR),Accessory ,,11.11
909,ALUMINIUM CH. FLANGE 20MM,PI-ALU-CHFL-20-X853,MTR,Length (5 MTR),Accessory ,,2.22
910,SEALANT (STAR ADHESIV) GRAY,PI-SEAL-STAR-G-X854,BOX,BOX(24 NOS),Accessory ,,40.85
911,CUTTING KNIFE,PI-CUT-KNIFE-X855,NOS,NOS,Tool,,4.9
912,ALUMINIUM CH. FLANGE 20MM (KS),PI-ALU-CHFL-20KS-X856,MTR,Length (5 MTR),Accessory ,,2.2
913,SPINDEL 12X75,PI-SPINDEL-12X75-X857,NOS,NOS,Accessory ,,0.76
914,"ALUMINIUM TAPE 2""",PI-ALU-TAPE-2-BX-X858,BOX,BOX(24 NOS),Accessory ,,43.6
915,ALUMINIUM JOINT. FLANGE 20MM (KS),PI-ALU-JFL-20KS-X859,MTR,Length (5 MTR),Accessory ,,2.47
916,PVC U FLANGE,PI-PVC-UFL-X860,MTR,Length (5 MTR),Accessory ,,1.23
917,ALU RIVET 4X25 BOX,PI-ALU-RIVET-4X25-X861,BOX,BOX(400 PCS),Accessory ,,18.03
918,PAL PHENOLIC SHEET UL 181 20M,PI-PH-UL181-20M-PAL-X862,SQM,SQM,Raw-Material,,29.22
919,SIDE LINK,PI-SIDE-LINK-X863,NOS,NOS,Accessory ,,0.75
920,PVC BUSH WITH HOLE,PI-PVC-BUSH-X864,NOS,NOS,Accessory ,,0.16
921,ALUMINIUM CH. FLANGE 20MM (KS),PI-ALU-CHFL-20KS-X865,MTR,Length (5 MTR),Accessory ,,2.19
922,PROFILE GLUE,PI-PROFILE-GLUE-X866,NOS,NOS,Accessory ,,18.92
923,ALU RIVET 4X25 BOX,PI-ALU-RIVET-4X25-X867,BOX,BOX(400 PCS),Accessory ,,18.26
924,GLUE KINGSPAN (15 litre DRUM),PI-GLUE-KING-X868,DRUM,DRUM(15 LITRE),Accessory ,,147.29
925,RIVIT 4.8 X 30,PI-RIVIT-4.8X30-X869,BOX,BOX (400 PCS),Accessory ,,17.86
926,ALUMINIUM U. FLANGE 20MM,PI-ALU-UFL-20-X870,MTR,Length (5 MTR),Accessory ,,1.74
927,SEALANT (STAR ADHESIV) GRAY,PI-SEAL-STAR-G-X871,BOX,BOX(24 NOS),Accessory ,,41.79
928,PI ALPHA UL181 20MM,PI-PH-ALPHA-UL181-20-X872,SQM,SQM,Raw-Material ,,26
929,SPINDEL 12X75,PI-SPINDEL-12X75-X873,NOS,NOS,Accessory ,,0.74
930,Z LINK,PI-Z-LINK-X874,NOS,NOS,Accessory ,,1.67
931,PVC CORNER 20MM,PI-PVC-CR-20-X875,NOS,BOX (200 NOS),Accessory ,,0.09
932,GI CORNER 20MM-PAL,PI-GI-CR-20PAL-X876,NOS,BOX (200 NOS),Accessory ,,0.12
933,"ALUMINIUM TAPE 2""-ASMACO",PI-ALU-T2-ASM-BX-X877,BOX,BOX(24 NOS),Accessory ,,59.61
934,"ALUMINIUM TAPE 2""",PI-ALU-TAPE-2-BX-X878,BOX,BOX(24 NOS),Accessory ,,42.89
935,UL TAPE 30 YARD - IDEAL,PI-ULT-30-IDEAL-X879,NOS,NOS,Accessory ,,31.93
936,"ALUMINIUM TAP 3"" (GERGAWI)",PI-ALU-T3-GER-BX-X880,BOX,BOX(18 NOS),Accessory ,,43.29
937,Z LINK,PI-Z-LINK-X881,NOS,NOS,Accessory ,,1.65
938,PVC CORNER 30MM,PI-PVC-CR-30-X882,NOS,BOX (200 NOS),Accessory ,,0.93
939,GLUE KINGSPAN (15 litre DRUM),PI-GLUE-KING-X883,DRUM,DRUM(15 LITRE),Accessory ,,148.38
940,GLUE STAR (15 LITRE),PI-GLUE-STAR-X884,DRUM,DRUM(15 LITRE),Accessory ,,96.87
941,CROSS FIX DEVICE FOR REIN BAR,PI-CROSS-FIX-X885,NOS,NOS,Accessory ,,1.22
942,VCD BLADE 100 MM,PI-VCD-100-MTR-X886,MTR,MTR(LENGTH 6 MTR),Accessory ,,11.36
943,ALUMINIUM U. FLANGE 20MM,PI-ALU-UFL-20-X887,MTR,Length (5 MTR),Accessory ,,1.76
944,GI CORNER 20MM-PAL,PI-GI-CR-20PAL-X888,NOS,BOX (200 NOS),Accessory ,,0.12
945,SPINDEL 12X125,PI-SPINDEL-12X125-X889,NOS,NOS,Accessory ,,1.18
946,PROFILE GLUE,PI-PROFILE-GLUE-X890,NOS,NOS,Accessory ,,18.72
947,ALUMINIUM CH. FLANGE 20MM,PI-ALU-CHFL-20-X891,MTR,Length (5 MTR),Accessory ,,2.22
948,"ALUMINIUM TAP 3"" (AL ANSAF)",PI-ALU-T3-ANS-BX-X892,BOX,BOX(18 NOS),Accessory ,,47.17
949,SEALANT (STAR ADHESIV) WHITE,PI-SEAL-STAR-W-X893,BOX,BOX(24 NOS),Accessory ,,40.3
950,ALUMINIUM CH. FLANGE 20MM (KS),PI-ALU-CHFL-20KS-X894,MTR,Length (5 MTR),Accessory ,,2.22
951,PAL PHENOLIC SHEET UL 181 20M (INNOVA),PI-PH-UL181-20M-INN-X895,SQM,SQM,Raw-Material,,26.02
952,ALUMINIUM CH. FLANGE 20MM (KS),PI-ALU-CHFL-20KS-X896,MTR,Length (5 MTR),Accessory ,,2.16
953,CAM LOCK,PI-CAM-LOCK-X897,NOS,NOS,Accessory ,,0.92
954,ALUMINIUM JOINT. FLANGE 20MM,PI-ALU-JFL-20-X898,MTR,Length (5 MTR),Accessory ,,2.73
